LOCATION,Country,Indicator,Unit,Value
ITA,Italy,Assault rate,Percentage,4.7
JPN,Japan,Assault rate,Percentage,1.4
KOR,Korea,Assault rate,Percentage,2.1
LUX,Luxembourg,Assault rate,Percentage,4.3
MEX,Mexico,Assault rate,Percentage,12.8
NLD,Netherlands,Assault rate,Percentage,4.9
NZL,New Zealand,Assault rate,Percentage,2.2
NOR,Norway,Assault rate,Percentage,3.3
POL,Poland,Assault rate,Percentage,1.4
PRT,Portugal,Assault rate,Percentage,5.7
SVK,Slovak Republic,Assault rate,Percentage,3
ESP,Spain,Assault rate,Percentage,4.2
SWE,Sweden,Assault rate,Percentage,5.1
CHE,Switzerland,Assault rate,Percentage,4.2
TUR,Turkey,Assault rate,Percentage,5
GBR,United Kingdom,Assault rate,Percentage,1.9
USA,United States,Assault rate,Percentage,1.5
BRA,Brazil,Assault rate,Percentage,7.9
CHL,Chile,Assault rate,Percentage,6.9
EST,Estonia,Assault rate,Percentage,5.5
ISR,Israel,Assault rate,Percentage,6.4
RUS,Russia,Assault rate,Percentage,3.8
SVN,Slovenia,Assault rate,Percentage,3.9
AUS,Australia,Assault rate,Percentage,2.5
AUT,Austria,Assault rate,Percentage,4.6
BEL,Belgium,Assault rate,Percentage,6.2
CAN,Canada,Assault rate,Percentage,1.3
CZE,Czech Republic,Assault rate,Percentage,3.8
DNK,Denmark,Assault rate,Percentage,4.9
FIN,Finland,Assault rate,Percentage,3.9
FRA,France,Assault rate,Percentage,5.6
DEU,Germany,Assault rate,Percentage,3.1
GRC,Greece,Assault rate,Percentage,3.6
HUN,Hungary,Assault rate,Percentage,3.4
ISL,Iceland,Assault rate,Percentage,3
IRL,Ireland,Assault rate,Percentage,2.1
ITA,Italy,Assault rate,Percentage,5.4
JPN,Japan,Assault rate,Percentage,1.2
KOR,Korea,Assault rate,Percentage,1.9
LUX,Luxembourg,Assault rate,Percentage,4.7
MEX,Mexico,Assault rate,Percentage,13.5
NLD,Netherlands,Assault rate,Percentage,6.5
NZL,New Zealand,Assault rate,Percentage,3.2
NOR,Norway,Assault rate,Percentage,4.3
POL,Poland,Assault rate,Percentage,1
PRT,Portugal,Assault rate,Percentage,5.2
SVK,Slovak Republic,Assault rate,Percentage,3.8
ESP,Spain,Assault rate,Percentage,4.1
SWE,Sweden,Assault rate,Percentage,4.7
CHE,Switzerland,Assault rate,Percentage,5.7
TUR,Turkey,Assault rate,Percentage,6.4
GBR,United Kingdom,Assault rate,Percentage,3.2
USA,United States,Assault rate,Percentage,1.7
BRA,Brazil,Assault rate,Percentage,7.6
CHL,Chile,Assault rate,Percentage,7.2
EST,Estonia,Assault rate,Percentage,5.4
ISR,Israel,Assault rate,Percentage,5.9
RUS,Russia,Assault rate,Percentage,5
SVN,Slovenia,Assault rate,Percentage,3.2
AUS,Australia,Assault rate,Percentage,1.7
AUT,Austria,Assault rate,Percentage,2.4
BEL,Belgium,Assault rate,Percentage,7
CAN,Canada,Assault rate,Percentage,1.4
CZE,Czech Republic,Assault rate,Percentage,1.9
DNK,Denmark,Assault rate,Percentage,3.1
FIN,Finland,Assault rate,Percentage,0.9
FRA,France,Assault rate,Percentage,4.4
DEU,Germany,Assault rate,Percentage,4.1
GRC,Greece,Assault rate,Percentage,3.8
HUN,Hungary,Assault rate,Percentage,3.8
ISL,Iceland,Assault rate,Percentage,2.3
IRL,Ireland,Assault rate,Percentage,3.1
ITA,Italy,Assault rate,Percentage,4.1
JPN,Japan,Assault rate,Percentage,1.5
KOR,Korea,Assault rate,Percentage,2.2
LUX,Luxembourg,Assault rate,Percentage,3.9
MEX,Mexico,Assault rate,Percentage,12.1
NLD,Netherlands,Assault rate,Percentage,3.5
NZL,New Zealand,Assault rate,Percentage,1.4
NOR,Norway,Assault rate,Percentage,2.3
POL,Poland,Assault rate,Percentage,1.8
PRT,Portugal,Assault rate,Percentage,6.1
SVK,Slovak Republic,Assault rate,Percentage,2.2
ESP,Spain,Assault rate,Percentage,4.3
SWE,Sweden,Assault rate,Percentage,5.5
CHE,Switzerland,Assault rate,Percentage,2.8
TUR,Turkey,Assault rate,Percentage,3.7
GBR,United Kingdom,Assault rate,Percentage,0.9
USA,United States,Assault rate,Percentage,1.3
BRA,Brazil,Assault rate,Percentage,8.1
CHL,Chile,Assault rate,Percentage,6.6
EST,Estonia,Assault rate,Percentage,5.6
ISR,Israel,Assault rate,Percentage,6.8
RUS,Russia,Assault rate,Percentage,2.8
SVN,Slovenia,Assault rate,Percentage,4.5
AUS,Australia,Homicide rate,Ratio,0.8
AUT,Austria,Homicide rate,Ratio,0.5
BEL,Belgium,Homicide rate,Ratio,1.2
CAN,Canada,Homicide rate,Ratio,1.7
CZE,Czech Republic,Homicide rate,Ratio,0.8
DNK,Denmark,Homicide rate,Ratio,0.8
FIN,Finland,Homicide rate,Ratio,1.8
FRA,France,Homicide rate,Ratio,0.8
DEU,Germany,Homicide rate,Ratio,0.5
GRC,Greece,Homicide rate,Ratio,1.4
HUN,Hungary,Homicide rate,Ratio,1.5
ISL,Iceland,Homicide rate,Ratio,1.3
IRL,Ireland,Homicide rate,Ratio,0.8
ITA,Italy,Homicide rate,Ratio,0.7
JPN,Japan,Homicide rate,Ratio,0.3
KOR,Korea,Homicide rate,Ratio,1.1
LUX,Luxembourg,Homicide rate,Ratio,2.1
MEX,Mexico,Homicide rate,Ratio,23.4
NLD,Netherlands,Homicide rate,Ratio,0.9
NZL,New Zealand,Homicide rate,Ratio,1.9
NOR,Norway,Homicide rate,Ratio,2.3
POL,Poland,Homicide rate,Ratio,1
PRT,Portugal,Homicide rate,Ratio,0.9
SVK,Slovak Republic,Homicide rate,Ratio,1.2
ESP,Spain,Homicide rate,Ratio,0.7
SWE,Sweden,Homicide rate,Ratio,1
CHE,Switzerland,Homicide rate,Ratio,0.5
TUR,Turkey,Homicide rate,Ratio,3.3
GBR,United Kingdom,Homicide rate,Ratio,0.3
USA,United States,Homicide rate,Ratio,5.2
BRA,Brazil,Homicide rate,Ratio,25.5
CHL,Chile,Homicide rate,Ratio,5.2
EST,Estonia,Homicide rate,Ratio,4.7
ISR,Israel,Homicide rate,Ratio,2.2
RUS,Russia,Homicide rate,Ratio,12.8
SVN,Slovenia,Homicide rate,Ratio,0.4
AUS,Australia,Homicide rate,Ratio,1.1
AUT,Austria,Homicide rate,Ratio,0.6
BEL,Belgium,Homicide rate,Ratio,1.5
CAN,Canada,Homicide rate,Ratio,2.5
CZE,Czech Republic,Homicide rate,Ratio,1.1
DNK,Denmark,Homicide rate,Ratio,1.1
FIN,Finland,Homicide rate,Ratio,2.4
FRA,France,Homicide rate,Ratio,1
DEU,Germany,Homicide rate,Ratio,0.6
GRC,Greece,Homicide rate,Ratio,2.3
HUN,Hungary,Homicide rate,Ratio,1.9
ISL,Iceland,Homicide rate,Ratio,0.8
IRL,Ireland,Homicide rate,Ratio,1.4
ITA,Italy,Homicide rate,Ratio,1.1
JPN,Japan,Homicide rate,Ratio,0.3
KOR,Korea,Homicide rate,Ratio,1.3
LUX,Luxembourg,Homicide rate,Ratio,2.5
MEX,Mexico,Homicide rate,Ratio,44.7
NLD,Netherlands,Homicide rate,Ratio,1.1
NZL,New Zealand,Homicide rate,Ratio,2.5
NOR,Norway,Homicide rate,Ratio,2.5
POL,Poland,Homicide rate,Ratio,1.5
PRT,Portugal,Homicide rate,Ratio,1.3
SVK,Slovak Republic,Homicide rate,Ratio,1.4
ESP,Spain,Homicide rate,Ratio,1
SWE,Sweden,Homicide rate,Ratio,1.4
CHE,Switzerland,Homicide rate,Ratio,0.5
TUR,Turkey,Homicide rate,Ratio,8.6
GBR,United Kingdom,Homicide rate,Ratio,0.4
USA,United States,Homicide rate,Ratio,8.1
BRA,Brazil,Homicide rate,Ratio,48.1
CHL,Chile,Homicide rate,Ratio,9.3
EST,Estonia,Homicide rate,Ratio,8
ISR,Israel,Homicide rate,Ratio,3.4
RUS,Russia,Homicide rate,Ratio,21.8
SVN,Slovenia,Homicide rate,Ratio,0.5
AUS,Australia,Homicide rate,Ratio,0.6
AUT,Austria,Homicide rate,Ratio,0.4
BEL,Belgium,Homicide rate,Ratio,0.9
CAN,Canada,Homicide rate,Ratio,0.8
CZE,Czech Republic,Homicide rate,Ratio,0.6
DNK,Denmark,Homicide rate,Ratio,0.4
FIN,Finland,Homicide rate,Ratio,1.3
FRA,France,Homicide rate,Ratio,0.5
DEU,Germany,Homicide rate,Ratio,0.5
GRC,Greece,Homicide rate,Ratio,0.5
HUN,Hungary,Homicide rate,Ratio,1.3
ISL,Iceland,Homicide rate,Ratio,1.9
IRL,Ireland,Homicide rate,Ratio,0.2
ITA,Italy,Homicide rate,Ratio,0.4
JPN,Japan,Homicide rate,Ratio,0.3
KOR,Korea,Homicide rate,Ratio,0.9
LUX,Luxembourg,Homicide rate,Ratio,1.9
MEX,Mexico,Homicide rate,Ratio,4.2
NLD,Netherlands,Homicide rate,Ratio,0.6
NZL,New Zealand,Homicide rate,Ratio,1.4
NOR,Norway,Homicide rate,Ratio,2.1
POL,Poland,Homicide rate,Ratio,0.6
PRT,Portugal,Homicide rate,Ratio,0.5
SVK,Slovak Republic,Homicide rate,Ratio,1
ESP,Spain,Homicide rate,Ratio,0.4
SWE,Sweden,Homicide rate,Ratio,0.6
CHE,Switzerland,Homicide rate,Ratio,0.5
TUR,Turkey,Homicide rate,Ratio,2
GBR,United Kingdom,Homicide rate,Ratio,0.2
USA,United States,Homicide rate,Ratio,2.2
BRA,Brazil,Homicide rate,Ratio,4.4
CHL,Chile,Homicide rate,Ratio,1.1
EST,Estonia,Homicide rate,Ratio,1.7
ISR,Israel,Homicide rate,Ratio,1
RUS,Russia,Homicide rate,Ratio,5.9
SVN,Slovenia,Homicide rate,Ratio,0.4
AUS,Australia,Employees working very long hours,Percentage,14.23
AUT,Austria,Employees working very long hours,Percentage,8.61
BEL,Belgium,Employees working very long hours,Percentage,4.41
CAN,Canada,Employees working very long hours,Percentage,3.98
CZE,Czech Republic,Employees working very long hours,Percentage,7.14
DNK,Denmark,Employees working very long hours,Percentage,2.06
FIN,Finland,Employees working very long hours,Percentage,3.7
FRA,France,Employees working very long hours,Percentage,8.71
DEU,Germany,Employees working very long hours,Percentage,5.6
GRC,Greece,Employees working very long hours,Percentage,5.65
HUN,Hungary,Employees working very long hours,Percentage,2.92
ISL,Iceland,Employees working very long hours,Percentage,13.73
IRL,Ireland,Employees working very long hours,Percentage,4.17
ITA,Italy,Employees working very long hours,Percentage,3.7
JPN,Japan,Employees working very long hours,Percentage,22.62
KOR,Korea,Employees working very long hours,Percentage,27.13
LUX,Luxembourg,Employees working very long hours,Percentage,3.18
MEX,Mexico,Employees working very long hours,Percentage,28.77
NLD,Netherlands,Employees working very long hours,Percentage,0.59
NZL,New Zealand,Employees working very long hours,Percentage,13.07
NOR,Norway,Employees working very long hours,Percentage,3.1
POL,Poland,Employees working very long hours,Percentage,7.58
PRT,Portugal,Employees working very long hours,Percentage,9.31
SVK,Slovak Republic,Employees working very long hours,Percentage,6.48
ESP,Spain,Employees working very long hours,Percentage,5.95
SWE,Sweden,Employees working very long hours,Percentage,1.14
CHE,Switzerland,Employees working very long hours,Percentage,7.3
TUR,Turkey,Employees working very long hours,Percentage,43.29
GBR,United Kingdom,Employees working very long hours,Percentage,12.27
USA,United States,Employees working very long hours,Percentage,11.44
BRA,Brazil,Employees working very long hours,Percentage,10.74
CHL,Chile,Employees working very long hours,Percentage,15.42
EST,Estonia,Employees working very long hours,Percentage,3.59
ISR,Israel,Employees working very long hours,Percentage,18.77
RUS,Russia,Employees working very long hours,Percentage,0.17
SVN,Slovenia,Employees working very long hours,Percentage,5.72
AUS,Australia,Employees working very long hours,Percentage,21.2
AUT,Austria,Employees working very long hours,Percentage,12.91
BEL,Belgium,Employees working very long hours,Percentage,6.37
CAN,Canada,Employees working very long hours,Percentage,6.42
CZE,Czech Republic,Employees working very long hours,Percentage,10.8
DNK,Denmark,Employees working very long hours,Percentage,3.17
FIN,Finland,Employees working very long hours,Percentage,5.93
FRA,France,Employees working very long hours,Percentage,12.08
DEU,Germany,Employees working very long hours,Percentage,8.43
GRC,Greece,Employees working very long hours,Percentage,7.25
HUN,Hungary,Employees working very long hours,Percentage,4.27
ISL,Iceland,Employees working very long hours,Percentage,19.24
IRL,Ireland,Employees working very long hours,Percentage,7.03
ITA,Italy,Employees working very long hours,Percentage,5.22
JPN,Japan,Employees working very long hours,Percentage,29.61
KOR,Korea,Employees working very long hours,Percentage,34.19
LUX,Luxembourg,Employees working very long hours,Percentage,4.43
MEX,Mexico,Employees working very long hours,Percentage,35.21
NLD,Netherlands,Employees working very long hours,Percentage,1.01
NZL,New Zealand,Employees working very long hours,Percentage,19.23
NOR,Norway,Employees working very long hours,Percentage,4.59
POL,Poland,Employees working very long hours,Percentage,11.71
PRT,Portugal,Employees working very long hours,Percentage,12.53
SVK,Slovak Republic,Employees working very long hours,Percentage,9.34
ESP,Spain,Employees working very long hours,Percentage,8.4
SWE,Sweden,Employees working very long hours,Percentage,1.74
CHE,Switzerland,Employees working very long hours,Percentage,10.67
TUR,Turkey,Employees working very long hours,Percentage,46.92
GBR,United Kingdom,Employees working very long hours,Percentage,17.98
USA,United States,Employees working very long hours,Percentage,16.03
BRA,Brazil,Employees working very long hours,Percentage,13.3
CHL,Chile,Employees working very long hours,Percentage,18.94
EST,Estonia,Employees working very long hours,Percentage,5.28
ISR,Israel,Employees working very long hours,Percentage,27.89
RUS,Russia,Employees working very long hours,Percentage,0.28
SVN,Slovenia,Employees working very long hours,Percentage,7.73
AUS,Australia,Employees working very long hours,Percentage,6.28
AUT,Austria,Employees working very long hours,Percentage,3.91
BEL,Belgium,Employees working very long hours,Percentage,2.28
CAN,Canada,Employees working very long hours,Percentage,1.5
CZE,Czech Republic,Employees working very long hours,Percentage,2.81
DNK,Denmark,Employees working very long hours,Percentage,0.91
FIN,Finland,Employees working very long hours,Percentage,1.57
FRA,France,Employees working very long hours,Percentage,5.3
DEU,Germany,Employees working very long hours,Percentage,2.5
GRC,Greece,Employees working very long hours,Percentage,3.62
HUN,Hungary,Employees working very long hours,Percentage,1.49
ISL,Iceland,Employees working very long hours,Percentage,7.1
IRL,Ireland,Employees working very long hours,Percentage,1.57
ITA,Italy,Employees working very long hours,Percentage,1.84
JPN,Japan,Employees working very long hours,Percentage,13.4
KOR,Korea,Employees working very long hours,Percentage,17.18
LUX,Luxembourg,Employees working very long hours,Percentage,1.63
MEX,Mexico,Employees working very long hours,Percentage,18.07
NLD,Netherlands,Employees working very long hours,Percentage,0.14
NZL,New Zealand,Employees working very long hours,Percentage,6.68
NOR,Norway,Employees working very long hours,Percentage,1.52
POL,Poland,Employees working very long hours,Percentage,2.79
PRT,Portugal,Employees working very long hours,Percentage,6.14
SVK,Slovak Republic,Employees working very long hours,Percentage,3.2
ESP,Spain,Employees working very long hours,Percentage,3.31
SWE,Sweden,Employees working very long hours,Percentage,0.54
CHE,Switzerland,Employees working very long hours,Percentage,3.52
TUR,Turkey,Employees working very long hours,Percentage,32.61
GBR,United Kingdom,Employees working very long hours,Percentage,6.38
USA,United States,Employees working very long hours,Percentage,6.57
BRA,Brazil,Employees working very long hours,Percentage,7.58
CHL,Chile,Employees working very long hours,Percentage,9.29
EST,Estonia,Employees working very long hours,Percentage,2.07
ISR,Israel,Employees working very long hours,Percentage,8.93
RUS,Russia,Employees working very long hours,Percentage,0.07
SVN,Slovenia,Employees working very long hours,Percentage,3.51
AUS,Australia,Time devoted to leisure and personal care,Hours,14.41
AUT,Austria,Time devoted to leisure and personal care,Hours,14.46
BEL,Belgium,Time devoted to leisure and personal care,Hours,15.71
CAN,Canada,Time devoted to leisure and personal care,Hours,14.25
CZE,Czech Republic,Time devoted to leisure and personal care,Hours,14.98
DNK,Denmark,Time devoted to leisure and personal care,Hours,16.06
FIN,Finland,Time devoted to leisure and personal care,Hours,14.89
FRA,France,Time devoted to leisure and personal care,Hours,15.33
DEU,Germany,Time devoted to leisure and personal care,Hours,15.31
GRC,Greece,Time devoted to leisure and personal care,Hours,14.91
HUN,Hungary,Time devoted to leisure and personal care,Hours,15.04
ISL,Iceland,Time devoted to leisure and personal care,Hours,14.61
IRL,Ireland,Time devoted to leisure and personal care,Hours,15.19
ITA,Italy,Time devoted to leisure and personal care,Hours,14.98
JPN,Japan,Time devoted to leisure and personal care,Hours,14.93
KOR,Korea,Time devoted to leisure and personal care,Hours,14.63
LUX,Luxembourg,Time devoted to leisure and personal care,Hours,15.12
MEX,Mexico,Time devoted to leisure and personal care,Hours,13.89
NLD,Netherlands,Time devoted to leisure and personal care,Hours,15.44
NZL,New Zealand,Time devoted to leisure and personal care,Hours,14.87
NOR,Norway,Time devoted to leisure and personal care,Hours,15.56
POL,Poland,Time devoted to leisure and personal care,Hours,14.2
PRT,Portugal,Time devoted to leisure and personal care,Hours,14.95
SVK,Slovak Republic,Time devoted to leisure and personal care,Hours,14.99
ESP,Spain,Time devoted to leisure and personal care,Hours,16.06
SWE,Sweden,Time devoted to leisure and personal care,Hours,15.11
CHE,Switzerland,Time devoted to leisure and personal care,Hours,14.98
TUR,Turkey,Time devoted to leisure and personal care,Hours,13.42
GBR,United Kingdom,Time devoted to leisure and personal care,Hours,14.83
USA,United States,Time devoted to leisure and personal care,Hours,14.27
BRA,Brazil,Time devoted to leisure and personal care,Hours,14.97
CHL,Chile,Time devoted to leisure and personal care,Hours,14.41
EST,Estonia,Time devoted to leisure and personal care,Hours,14.9
ISR,Israel,Time devoted to leisure and personal care,Hours,14.48
RUS,Russia,Time devoted to leisure and personal care,Hours,14.97
SVN,Slovenia,Time devoted to leisure and personal care,Hours,14.62
AUS,Australia,Time devoted to leisure and personal care,Hours,14.43
AUT,Austria,Time devoted to leisure and personal care,Hours,14.6
BEL,Belgium,Time devoted to leisure and personal care,Hours,15.82
CAN,Canada,Time devoted to leisure and personal care,Hours,14.33
CZE,Czech Republic,Time devoted to leisure and personal care,Hours,15.13
DNK,Denmark,Time devoted to leisure and personal care,Hours,16.06
FIN,Finland,Time devoted to leisure and personal care,Hours,15.04
FRA,France,Time devoted to leisure and personal care,Hours,15.55
DEU,Germany,Time devoted to leisure and personal care,Hours,15.36
GRC,Greece,Time devoted to leisure and personal care,Hours,15.07
HUN,Hungary,Time devoted to leisure and personal care,Hours,15.19
ISL,Iceland,Time devoted to leisure and personal care,Hours,14.77
IRL,Ireland,Time devoted to leisure and personal care,Hours,15.33
ITA,Italy,Time devoted to leisure and personal care,Hours,15.32
JPN,Japan,Time devoted to leisure and personal care,Hours,14.98
KOR,Korea,Time devoted to leisure and personal care,Hours,14.97
LUX,Luxembourg,Time devoted to leisure and personal care,Hours,15.27
MEX,Mexico,Time devoted to leisure and personal care,Hours,14.08
NLD,Netherlands,Time devoted to leisure and personal care,Hours,15.57
NZL,New Zealand,Time devoted to leisure and personal care,Hours,14.83
NOR,Norway,Time devoted to leisure and personal care,Hours,15.5
POL,Poland,Time devoted to leisure and personal care,Hours,14.37
PRT,Portugal,Time devoted to leisure and personal care,Hours,15.1
SVK,Slovak Republic,Time devoted to leisure and personal care,Hours,15.13
ESP,Spain,Time devoted to leisure and personal care,Hours,16.41
SWE,Sweden,Time devoted to leisure and personal care,Hours,15.01
CHE,Switzerland,Time devoted to leisure and personal care,Hours,15.13
TUR,Turkey,Time devoted to leisure and personal care,Hours,13.61
GBR,United Kingdom,Time devoted to leisure and personal care,Hours,15
USA,United States,Time devoted to leisure and personal care,Hours,14.39
BRA,Brazil,Time devoted to leisure and personal care,Hours,15.12
CHL,Chile,Time devoted to leisure and personal care,Hours,14.57
EST,Estonia,Time devoted to leisure and personal care,Hours,15.33
ISR,Israel,Time devoted to leisure and personal care,Hours,14.65
RUS,Russia,Time devoted to leisure and personal care,Hours,15.12
SVN,Slovenia,Time devoted to leisure and personal care,Hours,15.08
AUS,Australia,Time devoted to leisure and personal care,Hours,14.37
AUT,Austria,Time devoted to leisure and personal care,Hours,14.15
BEL,Belgium,Time devoted to leisure and personal care,Hours,15.47
CAN,Canada,Time devoted to leisure and personal care,Hours,14.15
CZE,Czech Republic,Time devoted to leisure and personal care,Hours,14.76
DNK,Denmark,Time devoted to leisure and personal care,Hours,16.06
FIN,Finland,Time devoted to leisure and personal care,Hours,14.66
FRA,France,Time devoted to leisure and personal care,Hours,14.9
DEU,Germany,Time devoted to leisure and personal care,Hours,15.31
GRC,Greece,Time devoted to leisure and personal care,Hours,14.69
HUN,Hungary,Time devoted to leisure and personal care,Hours,14.82
ISL,Iceland,Time devoted to leisure and personal care,Hours,14.37
IRL,Ireland,Time devoted to leisure and personal care,Hours,14.97
ITA,Italy,Time devoted to leisure and personal care,Hours,14.32
JPN,Japan,Time devoted to leisure and personal care,Hours,14.88
KOR,Korea,Time devoted to leisure and personal care,Hours,14.07
LUX,Luxembourg,Time devoted to leisure and personal care,Hours,14.9
MEX,Mexico,Time devoted to leisure and personal care,Hours,13.63
NLD,Netherlands,Time devoted to leisure and personal care,Hours,15.23
NZL,New Zealand,Time devoted to leisure and personal care,Hours,14.93
NOR,Norway,Time devoted to leisure and personal care,Hours,15.67
POL,Poland,Time devoted to leisure and personal care,Hours,13.83
PRT,Portugal,Time devoted to leisure and personal care,Hours,14.72
SVK,Slovak Republic,Time devoted to leisure and personal care,Hours,14.76
ESP,Spain,Time devoted to leisure and personal care,Hours,15.52
SWE,Sweden,Time devoted to leisure and personal care,Hours,15.3
CHE,Switzerland,Time devoted to leisure and personal care,Hours,14.76
TUR,Turkey,Time devoted to leisure and personal care,Hours,13.13
GBR,United Kingdom,Time devoted to leisure and personal care,Hours,14.6
USA,United States,Time devoted to leisure and personal care,Hours,14.12
BRA,Brazil,Time devoted to leisure and personal care,Hours,14.75
CHL,Chile,Time devoted to leisure and personal care,Hours,14.16
EST,Estonia,Time devoted to leisure and personal care,Hours,14.43
ISR,Israel,Time devoted to leisure and personal care,Hours,14.24
RUS,Russia,Time devoted to leisure and personal care,Hours,14.75
SVN,Slovenia,Time devoted to leisure and personal care,Hours,14.12
OECD,OECD - Total,Dwellings without basic facilities,Percentage,2.1
OECD,OECD - Total,Housing expenditure,Percentage,21
OECD,OECD - Total,Rooms per person,Ratio,1.6
OECD,OECD - Total,Household net adjusted disposable income,US Dollar,23938
OECD,OECD - Total,Household net adjusted disposable income,US Dollar,45618
OECD,OECD - Total,Household net adjusted disposable income,US Dollar,9291
OECD,OECD - Total,Household net financial wealth,US Dollar,42903
OECD,OECD - Total,Employment rate,Percentage,65
OECD,OECD - Total,Employment rate,Percentage,73
OECD,OECD - Total,Employment rate,Percentage,57
OECD,OECD - Total,Employment rate,Percentage,80
OECD,OECD - Total,Employment rate,Percentage,47
OECD,OECD - Total,Job security,Percentage,5.3
OECD,OECD - Total,Job security,Percentage,5.3
OECD,OECD - Total,Job security,Percentage,5.3
OECD,OECD - Total,Long-term unemployment rate,Percentage,2.73
OECD,OECD - Total,Long-term unemployment rate,Percentage,2.72
OECD,OECD - Total,Long-term unemployment rate,Percentage,2.755141
OECD,OECD - Total,Long-term unemployment rate,Percentage,1.74
OECD,OECD - Total,Long-term unemployment rate,Percentage,4.28
OECD,OECD - Total,Personal earnings,US Dollar,41010
OECD,OECD - Total,Personal earnings,US Dollar,44150
OECD,OECD - Total,Personal earnings,US Dollar,35109
OECD,OECD - Total,Personal earnings,US Dollar,50342
OECD,OECD - Total,Personal earnings,US Dollar,20331
OECD,OECD - Total,Quality of support network,Percentage,89
OECD,OECD - Total,Quality of support network,Percentage,89
OECD,OECD - Total,Quality of support network,Percentage,90
OECD,OECD - Total,Quality of support network,Percentage,92
OECD,OECD - Total,Quality of support network,Percentage,85
OECD,OECD - Total,Educational attainment,Percentage,75
OECD,OECD - Total,Educational attainment,Percentage,75
OECD,OECD - Total,Educational attainment,Percentage,74
OECD,OECD - Total,Student skills,Average score,497
OECD,OECD - Total,Student skills,Average score,492
OECD,OECD - Total,Student skills,Average score,502
OECD,OECD - Total,Student skills,Average score,548
OECD,OECD - Total,Student skills,Average score,452
OECD,OECD - Total,Years in education,Years,17.7
OECD,OECD - Total,Years in education,Years,17.4
OECD,OECD - Total,Years in education,Years,18.1
OECD,OECD - Total,Air pollution,Micrograms per cubic metre,20
OECD,OECD - Total,Water quality,Percentage,84
OECD,OECD - Total,Water quality,Percentage,85
OECD,OECD - Total,Water quality,Percentage,84
OECD,OECD - Total,Water quality,Percentage,85
OECD,OECD - Total,Water quality,Percentage,85
OECD,OECD - Total,Consultation on rule-making,Average score,7.3
OECD,OECD - Total,Voter turnout,Percentage,72
OECD,OECD - Total,Voter turnout,Percentage,72
OECD,OECD - Total,Voter turnout,Percentage,71
OECD,OECD - Total,Voter turnout,Percentage,77
OECD,OECD - Total,Voter turnout,Percentage,66
OECD,OECD - Total,Life expectancy,Years,80.1
OECD,OECD - Total,Life expectancy,Years,77.3
OECD,OECD - Total,Life expectancy,Years,82.8
OECD,OECD - Total,Self-reported health,Percentage,69
OECD,OECD - Total,Self-reported health,Percentage,72
OECD,OECD - Total,Self-reported health,Percentage,67
OECD,OECD - Total,Self-reported health,Percentage,80
OECD,OECD - Total,Self-reported health,Percentage,61
OECD,OECD - Total,Life satisfaction,Average score,6.6
OECD,OECD - Total,Life satisfaction,Average score,6.6
OECD,OECD - Total,Life satisfaction,Average score,6.7
OECD,OECD - Total,Life satisfaction,Average score,7.2
OECD,OECD - Total,Life satisfaction,Average score,6.2
OECD,OECD - Total,Assault rate,Percentage,3.9
OECD,OECD - Total,Assault rate,Percentage,4.3
OECD,OECD - Total,Assault rate,Percentage,3.6
OECD,OECD - Total,Homicide rate,Ratio,4.1
OECD,OECD - Total,Homicide rate,Ratio,6.9
OECD,OECD - Total,Homicide rate,Ratio,1.3
OECD,OECD - Total,Employees working very long hours,Percentage,8.82
OECD,OECD - Total,Employees working very long hours,Percentage,12
OECD,OECD - Total,Employees working very long hours,Percentage,4.97
OECD,OECD - Total,Time devoted to leisure and personal care,Hours,14.97
OECD,OECD - Total,Time devoted to leisure and personal care,Hours,15.12
OECD,OECD - Total,Time devoted to leisure and personal care,Hours,14.74
