LOCATION,Country,Indicator,TIME,Value
CHL,Chile,Homicide rate,2013,1
EST,Estonia,Homicide rate,2013,2.1
ISR,Israel,Homicide rate,2013,0.8
RUS,Russia,Homicide rate,2013,4.9
SVN,Slovenia,Homicide rate,2013,0.8
AUS,Australia,Employees working very long hours,2013,14.13
AUT,Austria,Employees working very long hours,2013,8.76
BEL,Belgium,Employees working very long hours,2013,4.43
CAN,Canada,Employees working very long hours,2013,3.91
CZE,Czech Republic,Employees working very long hours,2013,7.58
DNK,Denmark,Employees working very long hours,2013,1.97
FIN,Finland,Employees working very long hours,2013,3.89
FRA,France,Employees working very long hours,2013,8.96
DEU,Germany,Employees working very long hours,2013,5.41
GRC,Greece,Employees working very long hours,2013,5.23
HUN,Hungary,Employees working very long hours,2013,3.1
ISL,Iceland,Employees working very long hours,2013,13.45
IRL,Ireland,Employees working very long hours,2013,3.94
ITA,Italy,Employees working very long hours,2013,4.07
JPN,Japan,Employees working very long hours,2013,31.7
KOR,Korea,Employees working very long hours,2013,27.66
LUX,Luxembourg,Employees working very long hours,2013,2.62
MEX,Mexico,Employees working very long hours,2013,28.63
NLD,Netherlands,Employees working very long hours,2013,0.66
NZL,New Zealand,Employees working very long hours,2013,13.02
NOR,Norway,Employees working very long hours,2013,2.83
POL,Poland,Employees working very long hours,2013,7.24
PRT,Portugal,Employees working very long hours,2013,8.5
SVK,Slovak Republic,Employees working very long hours,2013,6.38
ESP,Spain,Employees working very long hours,2013,6.34
SWE,Sweden,Employees working very long hours,2013,1.23
CHE,Switzerland,Employees working very long hours,2013,5.87
TUR,Turkey,Employees working very long hours,2013,46.13
GBR,United Kingdom,Employees working very long hours,2013,12.06
USA,United States,Employees working very long hours,2013,11.13
OTO,OECD - Total,Employees working very long hours,2013,8.76
BRA,Brazil,Employees working very long hours,2013,12.5
CHL,Chile,Employees working very long hours,2013,16.32
EST,Estonia,Employees working very long hours,2013,4.1
ISR,Israel,Employees working very long hours,2013,17.58
RUS,Russia,Employees working very long hours,2013,0.16
SVN,Slovenia,Employees working very long hours,2013,5.55
AUS,Australia,Employees working very long hours,2013,20.95
AUT,Austria,Employees working very long hours,2013,13.47
BEL,Belgium,Employees working very long hours,2013,6.56
CAN,Canada,Employees working very long hours,2013,6.37
CZE,Czech Republic,Employees working very long hours,2013,11.19
DNK,Denmark,Employees working very long hours,2013,3.08
FIN,Finland,Employees working very long hours,2013,5.96
FRA,France,Employees working very long hours,2013,12.44
DEU,Germany,Employees working very long hours,2013,8.18
GRC,Greece,Employees working very long hours,2013,6.28
HUN,Hungary,Employees working very long hours,2013,4.64
ISL,Iceland,Employees working very long hours,2013,18.94
IRL,Ireland,Employees working very long hours,2013,6.67
ITA,Italy,Employees working very long hours,2013,5.7
JPN,Japan,Employees working very long hours,2013,38.84
KOR,Korea,Employees working very long hours,2013,35.02
LUX,Luxembourg,Employees working very long hours,2013,3.75
MEX,Mexico,Employees working very long hours,2013,35.12
NLD,Netherlands,Employees working very long hours,2013,1.12
NZL,New Zealand,Employees working very long hours,2013,19.53
NOR,Norway,Employees working very long hours,2013,4.46
POL,Poland,Employees working very long hours,2013,11.32
PRT,Portugal,Employees working very long hours,2013,11.64
SVK,Slovak Republic,Employees working very long hours,2013,9.34
ESP,Spain,Employees working very long hours,2013,8.85
SWE,Sweden,Employees working very long hours,2013,1.85
CHE,Switzerland,Employees working very long hours,2013,8.68
TUR,Turkey,Employees working very long hours,2013,49.81
GBR,United Kingdom,Employees working very long hours,2013,18.12
USA,United States,Employees working very long hours,2013,15.5
OTO,OECD - Total,Employees working very long hours,2013,12.08
BRA,Brazil,Employees working very long hours,2013,15.47
CHL,Chile,Employees working very long hours,2013,19.98
EST,Estonia,Employees working very long hours,2013,5.62
ISR,Israel,Employees working very long hours,2013,26.91
RUS,Russia,Employees working very long hours,2013,0.25
SVN,Slovenia,Employees working very long hours,2013,7.93
AUS,Australia,Employees working very long hours,2013,6.38
AUT,Austria,Employees working very long hours,2013,3.58
BEL,Belgium,Employees working very long hours,2013,2.12
CAN,Canada,Employees working very long hours,2013,1.46
CZE,Czech Republic,Employees working very long hours,2013,3.29
DNK,Denmark,Employees working very long hours,2013,0.83
FIN,Finland,Employees working very long hours,2013,1.88
FRA,France,Employees working very long hours,2013,5.41
DEU,Germany,Employees working very long hours,2013,2.39
GRC,Greece,Employees working very long hours,2013,3.85
HUN,Hungary,Employees working very long hours,2013,1.49
ISL,Iceland,Employees working very long hours,2013,7.05
IRL,Ireland,Employees working very long hours,2013,1.47
ITA,Italy,Employees working very long hours,2013,2.03
JPN,Japan,Employees working very long hours,2013,20.43
KOR,Korea,Employees working very long hours,2013,17.06
LUX,Luxembourg,Employees working very long hours,2013,1.18
MEX,Mexico,Employees working very long hours,2013,17.58
NLD,Netherlands,Employees working very long hours,2013,0.15
NZL,New Zealand,Employees working very long hours,2013,6.25
NOR,Norway,Employees working very long hours,2013,1.13
POL,Poland,Employees working very long hours,2013,2.57
PRT,Portugal,Employees working very long hours,2013,5.33
SVK,Slovak Republic,Employees working very long hours,2013,2.99
ESP,Spain,Employees working very long hours,2013,3.53
SWE,Sweden,Employees working very long hours,2013,0.6
CHE,Switzerland,Employees working very long hours,2013,2.86
TUR,Turkey,Employees working very long hours,2013,34.6
GBR,United Kingdom,Employees working very long hours,2013,5.83
USA,United States,Employees working very long hours,2013,6.49
OTO,OECD - Total,Employees working very long hours,2013,4.93
BRA,Brazil,Employees working very long hours,2013,8.78
CHL,Chile,Employees working very long hours,2013,9.78
EST,Estonia,Employees working very long hours,2013,2.72
ISR,Israel,Employees working very long hours,2013,7.91
RUS,Russia,Employees working very long hours,2013,0.08
SVN,Slovenia,Employees working very long hours,2013,2.95
AUS,Australia,Time devoted to leisure and personal care,2013,14.41
AUT,Austria,Time devoted to leisure and personal care,2013,14.46
BEL,Belgium,Time devoted to leisure and personal care,2013,15.71
CAN,Canada,Time devoted to leisure and personal care,2013,14.25
CZE,Czech Republic,Time devoted to leisure and personal care,2013,14.34
DNK,Denmark,Time devoted to leisure and personal care,2013,16.06
FIN,Finland,Time devoted to leisure and personal care,2013,14.89
FRA,France,Time devoted to leisure and personal care,2013,15.33
DEU,Germany,Time devoted to leisure and personal care,2013,15.31
GRC,Greece,Time devoted to leisure and personal care,2013,14.65
HUN,Hungary,Time devoted to leisure and personal care,2013,14.9
ISL,Iceland,Time devoted to leisure and personal care,2013,14.06
IRL,Ireland,Time devoted to leisure and personal care,2013,15.18
ITA,Italy,Time devoted to leisure and personal care,2013,14.89
JPN,Japan,Time devoted to leisure and personal care,2013,13.96
KOR,Korea,Time devoted to leisure and personal care,2013,14.63
LUX,Luxembourg,Time devoted to leisure and personal care,2013,15.05
MEX,Mexico,Time devoted to leisure and personal care,2013,12.66
NLD,Netherlands,Time devoted to leisure and personal care,2013,15.66
NZL,New Zealand,Time devoted to leisure and personal care,2013,14.87
NOR,Norway,Time devoted to leisure and personal care,2013,15.56
POL,Poland,Time devoted to leisure and personal care,2013,14.2
PRT,Portugal,Time devoted to leisure and personal care,2013,14.71
SVK,Slovak Republic,Time devoted to leisure and personal care,2013,14.78
ESP,Spain,Time devoted to leisure and personal care,2013,15.85
SWE,Sweden,Time devoted to leisure and personal care,2013,15.11
CHE,Switzerland,Time devoted to leisure and personal care,2013,14.78
TUR,Turkey,Time devoted to leisure and personal care,2013,11.73
GBR,United Kingdom,Time devoted to leisure and personal care,2013,14.83
USA,United States,Time devoted to leisure and personal care,2013,14.27
OTO,OECD - Total,Time devoted to leisure and personal care,2013,14.87
BRA,Brazil,Time devoted to leisure and personal care,2013,14.84
CHL,Chile,Time devoted to leisure and personal care,2013,13.66
EST,Estonia,Time devoted to leisure and personal care,2013,14.2
ISR,Israel,Time devoted to leisure and personal care,2013,13.81
RUS,Russia,Time devoted to leisure and personal care,2013,14.84
SVN,Slovenia,Time devoted to leisure and personal care,2013,14.62
AUS,Australia,Time devoted to leisure and personal care,2013,14.43
AUT,Austria,Time devoted to leisure and personal care,2013,14.6
BEL,Belgium,Time devoted to leisure and personal care,2013,15.82
CAN,Canada,Time devoted to leisure and personal care,2013,14.33
CZE,Czech Republic,Time devoted to leisure and personal care,2013,14.51
DNK,Denmark,Time devoted to leisure and personal care,2013,16.06
FIN,Finland,Time devoted to leisure and personal care,2013,15.03
FRA,France,Time devoted to leisure and personal care,2013,15.55
DEU,Germany,Time devoted to leisure and personal care,2013,15.36
GRC,Greece,Time devoted to leisure and personal care,2013,14.8
HUN,Hungary,Time devoted to leisure and personal care,2013,15.04
ISL,Iceland,Time devoted to leisure and personal care,2013,14.24
IRL,Ireland,Time devoted to leisure and personal care,2013,15.31
ITA,Italy,Time devoted to leisure and personal care,2013,15.19
JPN,Japan,Time devoted to leisure and personal care,2013,14.12
KOR,Korea,Time devoted to leisure and personal care,2013,14.97
LUX,Luxembourg,Time devoted to leisure and personal care,2013,15.18
MEX,Mexico,Time devoted to leisure and personal care,2013,12.92
NLD,Netherlands,Time devoted to leisure and personal care,2013,15.76
NZL,New Zealand,Time devoted to leisure and personal care,2013,14.83
NOR,Norway,Time devoted to leisure and personal care,2013,15.5
POL,Poland,Time devoted to leisure and personal care,2013,14.37
PRT,Portugal,Time devoted to leisure and personal care,2013,14.86
SVK,Slovak Republic,Time devoted to leisure and personal care,2013,14.93
ESP,Spain,Time devoted to leisure and personal care,2013,16.21
SWE,Sweden,Time devoted to leisure and personal care,2013,15.01
CHE,Switzerland,Time devoted to leisure and personal care,2013,14.93
TUR,Turkey,Time devoted to leisure and personal care,2013,12.04
GBR,United Kingdom,Time devoted to leisure and personal care,2013,14.83
USA,United States,Time devoted to leisure and personal care,2013,14.39
OTO,OECD - Total,Time devoted to leisure and personal care,2013,15.01
BRA,Brazil,Time devoted to leisure and personal care,2013,14.99
CHL,Chile,Time devoted to leisure and personal care,2013,13.86
EST,Estonia,Time devoted to leisure and personal care,2013,14.54
ISR,Israel,Time devoted to leisure and personal care,2013,14.01
RUS,Russia,Time devoted to leisure and personal care,2013,14.99
SVN,Slovenia,Time devoted to leisure and personal care,2013,15.08
AUS,Australia,Time devoted to leisure and personal care,2013,14.37
AUT,Austria,Time devoted to leisure and personal care,2013,14.15
BEL,Belgium,Time devoted to leisure and personal care,2013,15.47
CAN,Canada,Time devoted to leisure and personal care,2013,14.15
CZE,Czech Republic,Time devoted to leisure and personal care,2013,14.07
DNK,Denmark,Time devoted to leisure and personal care,2013,16.06
FIN,Finland,Time devoted to leisure and personal care,2013,14.66
FRA,France,Time devoted to leisure and personal care,2013,14.9
DEU,Germany,Time devoted to leisure and personal care,2013,15.31
GRC,Greece,Time devoted to leisure and personal care,2013,14.4
HUN,Hungary,Time devoted to leisure and personal care,2013,14.67
ISL,Iceland,Time devoted to leisure and personal care,2013,13.77
IRL,Ireland,Time devoted to leisure and personal care,2013,14.97
ITA,Italy,Time devoted to leisure and personal care,2013,14.08
JPN,Japan,Time devoted to leisure and personal care,2013,13.61
KOR,Korea,Time devoted to leisure and personal care,2013,14.07
LUX,Luxembourg,Time devoted to leisure and personal care,2013,14.83
MEX,Mexico,Time devoted to leisure and personal care,2013,12.27
NLD,Netherlands,Time devoted to leisure and personal care,2013,15.49
NZL,New Zealand,Time devoted to leisure and personal care,2013,14.93
NOR,Norway,Time devoted to leisure and personal care,2013,15.67
POL,Poland,Time devoted to leisure and personal care,2013,13.83
PRT,Portugal,Time devoted to leisure and personal care,2013,14.47
SVK,Slovak Republic,Time devoted to leisure and personal care,2013,14.54
ESP,Spain,Time devoted to leisure and personal care,2013,15.28
SWE,Sweden,Time devoted to leisure and personal care,2013,15.3
CHE,Switzerland,Time devoted to leisure and personal care,2013,14.54
TUR,Turkey,Time devoted to leisure and personal care,2013,11.27
GBR,United Kingdom,Time devoted to leisure and personal care,2013,14.83
USA,United States,Time devoted to leisure and personal care,2013,14.12
OTO,OECD - Total,Time devoted to leisure and personal care,2013,14.64
BRA,Brazil,Time devoted to leisure and personal care,2013,14.61
CHL,Chile,Time devoted to leisure and personal care,2013,13.34
EST,Estonia,Time devoted to leisure and personal care,2013,13.85
ISR,Israel,Time devoted to leisure and personal care,2013,13.5
RUS,Russia,Time devoted to leisure and personal care,2013,14.61
SVN,Slovenia,Time devoted to leisure and personal care,2013,14.12
